,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileagev,enginev,max_powerv,torquev,Brand,model_name
4135,Maruti Swift Dzire ZDi,2011,300000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire ZDi
4623,Maruti Swift Dzire ZDi,2011,310000,70000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire ZDi
4625,Maruti Swift Dzire LDi,2011,240000,90000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire LDi
5196,Maruti Swift Dzire VDi,2011,300000,125000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
5501,Maruti Swift Dzire LDi,2011,270000,60000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire LDi
6125,Maruti Swift Dzire Vdi BSIV,2011,265000,60000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire Vdi BSIV
7346,Maruti Swift Dzire LDi,2011,430000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire LDi
1525,Maruti Swift Dzire VDi,2010,270000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
2120,Maruti Swift Dzire LDi,2010,215000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire LDi
3860,Maruti Swift Dzire VDi,2010,225000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
4306,Maruti Swift Dzire ZDi,2010,320000,100000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire ZDi
4513,Maruti Swift Dzire VDi,2010,315000,180000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
4656,Maruti Swift Dzire VDi,2010,310000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
4847,Maruti Swift Dzire VDi,2010,220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
5378,Maruti Swift Dzire VDi,2010,300000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
5595,Maruti Swift Dzire Vdi BSIV,2010,320000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire Vdi BSIV
6646,Maruti Swift Dzire VDi,2010,350000,190000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
12,Maruti Swift Dzire VDi,2009,280000,140000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
547,Maruti Swift Dzire VDi,2009,275000,90000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
917,Maruti Swift Dzire VDi,2009,180000,144000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
2485,Maruti Swift Dzire VDi,2009,185000,138000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
3799,Maruti Swift Dzire VDi,2009,225000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
4696,Maruti Swift Dzire VDi,2009,240000,70000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
4710,Maruti Swift Dzire VDi,2009,360000,100000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
6751,Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
6752,Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
7201,Maruti Swift Dzire VDi,2009,260000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire VDi
8125,Maruti Swift Dzire ZDi,2009,382000,120000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire ZDi
513,Maruti Swift Dzire LDi,2008,190000,80000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire LDi
3291,Maruti Swift Dzire ZDi,2008,250000,90000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire ZDi
4658,Maruti Swift Dzire ZDi,2008,270000,149000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire ZDi
6194,Maruti Swift Dzire ZDi,2008,320000,175802,Diesel,Individual,Manual,Third Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire ZDi
6660,Maruti Swift Dzire ZDi,2008,200000,147000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248,73.9,190Nm,Maruti,Swift Dzire ZDi
3042,Hyundai i10 Sportz 1.1L LPG,2015,375000,60000,LPG,Individual,Manual,First Owner,5.0,19.2,1086,68.05,99.04Nm,Hyundai,i10 Sportz 1.1L LPG
5768,Hyundai i10 Magna LPG,2013,275000,70000,LPG,Individual,Manual,Second Owner,5.0,19.2,1086,68.05,99.04Nm,Hyundai,i10 Magna LPG
3823,Hyundai i10 Magna LPG,2012,350000,30000,LPG,Individual,Manual,First Owner,5.0,19.2,1086,68.05,99.04Nm,Hyundai,i10 Magna LPG
4545,Hyundai i10 Magna LPG,2012,300000,60000,LPG,Individual,Manual,First Owner,5.0,19.2,1086,68.05,99.04Nm,Hyundai,i10 Magna LPG
1998,Mahindra Logan Diesel 1.5 DLE,2011,180000,190000,Diesel,Individual,Manual,Third Owner,5.0,19.2,1461,65,16,Mahindra,Logan Diesel 1.5 DLE
2887,Mahindra Logan Diesel 1.5 DLS,2011,229999,105000,Diesel,Individual,Manual,Second Owner,5.0,19.2,1461,65,16,Mahindra,Logan Diesel 1.5 DLS
2860,Mahindra Renault Logan 1.5 DLE Diesel,2009,125000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.2,1461,65,16,Mahindra,Renault Logan 1.5 DLE Diesel
3713,Hyundai i10 Asta Sunroof AT,2008,220000,120000,Petrol,Individual,Automatic,Second Owner,5.0,19.2,1197,80,11.4,Hyundai,i10 Asta Sunroof AT
1663,Mahindra Renault Logan 1.5 DLX Diesel,2007,175000,99000,Diesel,Individual,Manual,Second Owner,5.0,19.2,1461,65,16,Mahindra,Renault Logan 1.5 DLX Diesel
6311,Mahindra Renault Logan 1.5 DLE Diesel,2007,150000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.2,1461,65,16,Mahindra,Renault Logan 1.5 DLE Diesel
7321,Mahindra Renault Logan 1.5 DLE Diesel,2007,180000,187000,Diesel,Individual,Manual,Second Owner,5.0,19.2,1461,65,16,Mahindra,Renault Logan 1.5 DLE Diesel
166,Toyota Camry 2.5 Hybrid,2016,1900000,41000,Petrol,Dealer,Automatic,First Owner,5.0,19.16,2494,157.7,213Nm,Toyota,Camry 2.5 Hybrid
375,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,19.16,2494,157.7,213Nm,Toyota,Camry 2.5 Hybrid
1787,Maruti Ciaz AT ZXi,2015,685000,30000,Petrol,Individual,Automatic,First Owner,5.0,19.12,1373,91.1,130Nm,Maruti,Ciaz AT ZXi
3175,Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Dealer,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire LXI
1598,Hyundai Xcent 1.2 Kappa SX,2017,520000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa SX
2201,Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa SX Option
3900,Hyundai Xcent 1.2 Kappa SX Option,2017,525000,29029,Petrol,Dealer,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa SX Option
97,Hyundai Xcent 1.2 Kappa SX Option AT,2016,565000,72000,Petrol,Dealer,Automatic,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa SX Option AT
183,Hyundai Xcent 1.2 Kappa S,2016,386000,44000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa S
675,Hyundai Xcent 1.2 Kappa Base,2016,350000,80000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa Base
443,Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,81.86,113.75Nm,Hyundai,Xcent 1.2 Kappa S Option
1924,Tata Indica Vista TDI LS,2015,285000,70000,Diesel,Individual,Manual,First Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LS
2786,Tata Indica Vista TDI LS,2015,229999,120000,Diesel,Individual,Manual,Second Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LS
2811,Hyundai Xcent 1.2 Kappa S,2015,380000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa S
2954,Hyundai Xcent 1.2 Kappa SX Option,2015,450000,20000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa SX Option
4076,Hyundai Xcent 1.2 Kappa Base,2015,375000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa Base
4277,Tata Indica Vista TDI LS,2015,240000,110000,Diesel,Individual,Manual,Second Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LS
5396,Maruti Swift Dzire VXI,2015,575000,16000,Petrol,Dealer,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
182,Maruti Swift Dzire VXI,2014,487000,35000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
304,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
307,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
521,Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
788,Maruti Swift Dzire VXI,2014,500000,45000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
1030,Hyundai Xcent 1.2 Kappa S Option,2014,450000,46000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197,81.86,113.75Nm,Hyundai,Xcent 1.2 Kappa S Option
2236,Tata Indica Vista TDI LX,2014,400000,45000,Diesel,Individual,Manual,First Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LX
2392,Tata Indica Vista TDI LX,2014,200000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LX
2583,Hyundai Xcent 1.2 Kappa SX Option,2014,426999,80000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa SX Option
2922,Hyundai Xcent 1.2 Kappa S,2014,355000,121000,Petrol,Dealer,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa S
2971,Hyundai Xcent 1.2 Kappa S Option,2014,375000,52000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,81.86,113.75Nm,Hyundai,Xcent 1.2 Kappa S Option
3133,Maruti Swift Dzire VXI,2014,400000,120000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
3943,Maruti Swift Dzire VXI,2014,480000,72000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
4032,Maruti Swift Dzire VXI,2014,450000,50000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
4104,Maruti Swift Dzire VXI,2014,475000,40000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
4401,Maruti Swift Dzire VXI,2014,550000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
4912,Maruti Swift Dzire VXI,2014,400000,100000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
5014,Maruti Swift Dzire VXI,2014,450000,100000,Petrol,Individual,Manual,Third Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
5908,Maruti Swift Dzire VXI,2014,470000,60000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
6380,Maruti Swift Dzire VXI,2014,400000,50000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
6930,Tata Indica Vista TDI LS,2014,250000,120000,Diesel,Individual,Manual,First Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LS
7137,Hyundai Xcent 1.2 Kappa S,2014,480000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,82,114Nm,Hyundai,Xcent 1.2 Kappa S
7248,Hyundai Xcent 1.2 Kappa S Option,2014,500000,65000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,81.86,113.75Nm,Hyundai,Xcent 1.2 Kappa S Option
7645,Tata Indica Vista TDI LS,2014,110000,250000,Diesel,Individual,Manual,Second Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LS
7649,Tata Indica Vista TDI LX,2014,280000,100000,Diesel,Individual,Manual,First Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LX
3619,Tata Indica Vista TDI LX,2013,275000,110000,Diesel,Individual,Manual,First Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LX
3879,Maruti Swift Dzire VXI,2013,459999,35000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
4508,Maruti Swift Dzire VXI,2013,409999,35000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
5718,Maruti Swift Dzire VXI,2013,385000,120000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
6210,Maruti Swift Dzire VXI,2013,450000,67000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
2941,Maruti Swift Dzire VXI,2012,310000,100000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197,85.8,114Nm,Maruti,Swift Dzire VXI
3008,Tata Indica Vista TDI LX,2011,210000,100000,Diesel,Individual,Manual,First Owner,5.0,19.1,1405,70,135.4Nm,Tata,Indica Vista TDI LX
1848,Tata Indigo CS LX (TDI) BS-III,2017,450000,70000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LX (TDI) BS-III
111,Tata Indigo CS LS (TDI) BS-III,2016,375000,100000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
607,Tata Indigo CS LX (TDI) BS-III,2016,260000,60000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LX (TDI) BS-III
3385,Tata Indigo CS LS (TDI) BS-III,2016,440000,20000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
4289,Tata Indigo CS LS (TDI) BS-III,2016,370000,90000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
6010,Tata Indigo CS LS (TDI) BS-III,2016,390000,42000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
696,Tata Indigo CS LS (TDI) BS-III,2015,350000,52000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
2010,Tata Indigo CS LX (TDI) BS-III,2015,250000,80000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LX (TDI) BS-III
3153,Tata Indigo CS LS (TDI) BS-III,2015,295000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
1277,Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
2774,Tata Indigo CS LX (TDI) BS-III,2014,185000,80000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LX (TDI) BS-III
2837,Tata Indigo CS LS (TDI) BS-III,2014,221000,65000,Diesel,Dealer,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
5176,Tata Indigo CS LS (TDI) BS-III,2014,300000,50700,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
7392,Tata Indigo CS LX (TDI) BS-III,2014,190000,110000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LX (TDI) BS-III
789,Tata Indigo CS LS (TDI) BS III,2013,175000,120000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
878,Tata Indigo CS LX (TDI) BS-III,2013,200000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LX (TDI) BS-III
1157,Tata Indigo CS LS (TDI) BS III,2013,200000,175000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
1660,Tata Indigo CS LX (TDI) BS III,2013,200000,150000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
1875,Tata Indigo CS LS (TDI) BS-III,2013,250000,80000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405,69.01,135Nm,Tata,Indigo CS LS (TDI) BS-III
3673,Tata Indigo CS LE (TDI) BS-III,2013,250000,30000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LE (TDI) BS-III
5490,Tata Indigo CS LX (TDI) BS III,2013,140000,100000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
7460,Tata Indigo CS LX (TDI) BS III,2013,250000,120000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
723,Tata Indigo CS LS (TDI) BS III,2012,168000,190000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
887,Tata Indigo CS LX (TDI) BS III,2012,204999,120000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
1520,Tata Indigo CS LX (TDI) BS III,2012,150000,150000,Diesel,Individual,Manual,Third Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
1589,Tata Indigo eCS LS TDI BSIII,2012,158000,110000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo eCS LS TDI BSIII
3228,Tata Indigo CS LS (TDI) BS III,2012,170000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
4729,Tata Indigo CS LS (TDI) BS III,2012,150000,90000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
5561,Tata Indigo eCS LX TDI BSIII,2012,140000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo eCS LX TDI BSIII
6130,Tata Indigo CS LX (TDI) BS III,2012,180000,50000,Diesel,Individual,Manual,Third Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
3918,Tata Indigo CS LS (TDI) BS III,2010,150000,70000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
5999,Tata Indigo eCS LE TDI BSIII,2010,135000,148000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo eCS LE TDI BSIII
6801,Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
4038,Tata Indigo CS LS (TDI) BS III,2009,140000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
4040,Tata Indigo CS LS (TDI) BS III,2009,114999,120000,Diesel,Individual,Manual,Third Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
6373,Tata Indigo CS LX (TDI) BS III,2009,150000,30000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
6929,Tata Indigo CS LS (TDI) BS III,2009,160000,70000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LS (TDI) BS III
1919,Tata Indigo CS LE (TDI) BS-III,2008,99000,205000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LE (TDI) BS-III
4889,Tata Indigo CS LX (TDI) BS III,2008,140000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
5762,Tata Indigo CS LE (TDI) BS-III,2008,100000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LE (TDI) BS-III
8026,Tata Indigo CS LX (TDI) BS III,2008,100000,120000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396,69,135Nm,Tata,Indigo CS LX (TDI) BS III
4068,Hyundai Verna 1.6 CRDI AT SX Option,2016,850000,120000,Diesel,Individual,Automatic,First Owner,5.0,19.08,1582,126.2,259.9Nm,Hyundai,Verna 1.6 CRDI AT SX Option
5923,Hyundai Verna SX CRDi AT,2012,500000,90000,Diesel,Individual,Automatic,First Owner,5.0,19.08,1582,126.32,259.8Nm,Hyundai,Verna SX CRDi AT
3599,Datsun GO T Option,2020,450000,10000,Petrol,Individual,Manual,First Owner,5.0,19.02,1198,67.05,104Nm,Datsun,GO T Option
274,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,5.0,19.02,1198,67.05,104Nm,Datsun,GO D Petrol
4460,Datsun GO A Option Petrol,2019,500000,10000,Petrol,Individual,Manual,First Owner,5.0,19.02,1198,67.05,104Nm,Datsun,GO A Option Petrol
7182,Datsun GO Plus A Option Petrol,2018,530000,65000,Petrol,Individual,Manual,First Owner,7.0,19.02,1198,67.05,104Nm,Datsun,GO Plus A Option Petrol
2160,Datsun GO Plus T,2017,200000,140000,Petrol,Individual,Manual,First Owner,7.0,19.02,1198,67.05,104Nm,Datsun,GO Plus T
6290,Datsun GO Plus T,2017,325000,65000,Petrol,Dealer,Manual,First Owner,7.0,19.02,1198,67.05,104Nm,Datsun,GO Plus T
84,Datsun GO A Petrol,2016,275000,49000,Petrol,Dealer,Manual,First Owner,5.0,19.02,1198,67.05,104Nm,Datsun,GO A Petrol
922,Maruti XL6 Alpha,2019,1040000,1620,Petrol,Individual,Manual,First Owner,6.0,19.01,1462,103.2,138nm,Maruti,XL6 Alpha
3688,Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner,6.0,19.01,1462,103.2,138nm,Maruti,XL6 Alpha
2078,Nissan Terrano XL 110 PS,2016,800000,36000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.5,248Nm,Nissan,Terrano XL 110 PS
804,Renault Duster 110PS Diesel RxZ,2015,600000,60000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster 110PS Diesel RxZ
4342,Nissan Terrano XL 110 PS,2015,750000,70000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.5,248Nm,Nissan,Terrano XL 110 PS
7464,Renault Duster 110PS Diesel RxL,2015,600000,136000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster 110PS Diesel RxL
8034,Renault Duster 110PS Diesel RxZ,2015,600000,160000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster 110PS Diesel RxZ
10,Renault Duster 110PS Diesel RxL,2014,500000,68000,Diesel,Individual,Manual,Second Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster 110PS Diesel RxL
314,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,5.0,19.01,1461,108.5,248Nm,Nissan,Terrano XV Premium 110 PS
1631,Renault Duster Adventure Edition,2014,495000,175000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster Adventure Edition
1707,Nissan Terrano XV 110 PS,2014,525000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.01,1461,108.5,248Nm,Nissan,Terrano XV 110 PS
2263,Renault Duster 110PS Diesel RxZ,2014,409999,188000,Diesel,Individual,Manual,Second Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster 110PS Diesel RxZ
3480,Renault Duster 110PS Diesel RxZ,2014,600000,114000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster 110PS Diesel RxZ
4455,Renault Duster 110PS Diesel RxL,2014,400000,123000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster 110PS Diesel RxL
5033,Nissan Terrano XV Premium 110 PS,2014,475000,40000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.5,248Nm,Nissan,Terrano XV Premium 110 PS
5418,Renault Duster Adventure Edition,2014,500000,120000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.45,248Nm,Renault,Duster Adventure Edition
6186,Nissan Terrano XL 110 PS,2014,540000,150000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461,108.5,248Nm,Nissan,Terrano XL 110 PS
